id,left,top,right,bottom,row_index,col_index,grid_area,density,b_area_sum,building_density,density_final1,green_mean
3668,1131102.539600000018254,1686207.949100000318140,1131602.539600000018254,1685707.949100000085309,51,32,250093.709,0.072,14462.386000,0.058,0.058,0.782006920415225
3669,1131102.539600000018254,1685707.949100000085309,1131602.539600000018254,1685207.949100000318140,52,32,250093.709,0.029,5969.944000,0.024,0.024,0.275735294117647
3670,1131102.539600000018254,1685207.949100000318140,1131602.539600000018254,1684707.949100000085309,53,32,250093.709,0.071,13741.491000,0.055,0.055,0.00347222222222222
3671,1131102.539600000018254,1684707.949100000085309,1131602.539600000018254,1684207.949100000318140,54,32,250093.709,0.071,14534.413000,0.058,0.058,0.456928838951311
3672,1131102.539600000018254,1684207.949100000318140,1131602.539600000018254,1683707.949100000085309,55,32,250093.708,0.079,17117.390000,0.068,0.068,0.559386973180077
3673,1131102.539600000018254,1683707.949100000085309,1131602.539600000018254,1683207.949100000318140,56,32,250093.708,0.116,23198.049000,0.093,0.093,0.641025641025641
3674,1131102.539600000018254,1683207.949100000318140,1131602.539600000018254,1682707.949100000085309,57,32,250093.708,0.136,27907.779000,0.112,0.112,0.661764705882353
3675,1131102.539600000018254,1682707.949100000085309,1131602.539600000018254,1682207.949100000318140,58,32,250093.708,0.095,18391.032000,0.074,0.074,0.754325259515571
3676,1131102.539600000018254,1682207.949100000318140,1131602.539600000018254,1681707.949100000085309,59,32,250093.708,0.028,5370.524000,0.021,0.021,0.797794117647059
3677,1131102.539600000018254,1681707.949100000085309,1131602.539600000018254,1681207.949100000318140,60,32,250093.708,0.001,110.235000,0.000,0.000,0.667820069204152
3678,1131102.539600000018254,1681207.949100000318140,1131602.539600000018254,1680707.949100000085309,61,32,250093.708,0.000,,,,0.224913494809689
3679,1131102.539600000018254,1680707.949100000085309,1131602.539600000018254,1680207.949100000318140,62,32,247901.364,0.025,4530.979000,0.018,0.018,0.666666666666667
3680,1131102.539600000018254,1680207.949100000318140,1131602.539600000018254,1679707.949100000085309,63,32,246421.205,0.007,1135.342000,0.005,0.005,0.932862190812721
3681,1131102.539600000018254,1679707.949100000085309,1131602.539600000018254,1679207.949100000318140,64,32,250093.708,0.000,,,,0.6875
3682,1131102.539600000018254,1679207.949100000318140,1131602.539600000018254,1678707.949100000085309,65,32,250093.707,0.000,,,,0.699300699300699
3683,1131102.539600000018254,1678707.949100000085309,1131602.539600000018254,1678207.949100000318140,66,32,250093.707,0.000,,,,0.793103448275862
3684,1131102.539600000018254,1678207.949100000318140,1131602.539600000018254,1677707.949100000085309,67,32,171141.309,0.002,200.353000,0.001,0.001,0.731182795698925
3685,1131102.539600000018254,1677707.949100000085309,1131602.539600000018254,1677207.949100000318140,68,32,29537.027,0.000,,,,0.333333333333333
3687,1131102.539600000018254,1676707.949100000085309,1131602.539600000018254,1676207.949100000318140,70,32,42914.136,0.000,,,,0.0377358490566038
3688,1131102.539600000018254,1676207.949100000318140,1131602.539600000018254,1675707.949100000085309,71,32,9392.242,0.000,,,,0.416666666666667
3690,1131102.539600000018254,1675207.949100000318140,1131602.539600000018254,1674707.949100000085309,73,32,17114.941,0.000,,,,0.535714285714286
3691,1131102.539600000018254,1674707.949100000085309,1131602.539600000018254,1674207.949100000318140,74,32,138443.977,0.000,,,,0.838926174496644
3692,1131102.539600000018254,1674207.949100000318140,1131602.539600000018254,1673707.949100000085309,75,32,38372.685,0.000,,,,0.0666666666666667
3693,1131102.539600000018254,1673707.949100000085309,1131602.539600000018254,1673207.949100000318140,76,32,51558.868,0.000,,,,0
3766,1131602.539600000018254,1693707.949100000085309,1132102.539600000018254,1693207.949100000318140,36,33,13364.597,0.000,,,,0.533333333333333
3767,1131602.539600000018254,1693207.949100000318140,1132102.539600000018254,1692707.949100000085309,37,33,241525.359,0.142,29839.115000,0.124,0.124,0.629496402877698
3768,1131602.539600000018254,1692707.949100000085309,1132102.539600000018254,1692207.949100000318140,38,33,250092.899,0.299,62628.638000,0.250,0.250,0.408088235294118
3769,1131602.539600000018254,1692207.949100000318140,1132102.539600000018254,1691707.949100000085309,39,33,250092.899,0.243,47180.291000,0.189,0.189,0.259515570934256
3770,1131602.539600000018254,1691707.949100000085309,1132102.539600000018254,1691207.949100000318140,40,33,250092.899,0.030,6533.377000,0.026,0.026,0.871323529411765
3771,1131602.539600000018254,1691207.949100000318140,1132102.539600000018254,1690707.949100000085309,41,33,250092.899,0.000,14.797000,0.000,0.000,0.944636678200692
3772,1131602.539600000018254,1690707.949100000085309,1132102.539600000018254,1690207.949100000318140,42,33,250092.898,0.089,18189.811000,0.073,0.073,0.661764705882353
3773,1131602.539600000018254,1690207.949100000318140,1132102.539600000018254,1689707.949100000085309,43,33,250092.898,0.012,2853.054000,0.011,0.011,0.397923875432526
3774,1131602.539600000018254,1689707.949100000085309,1132102.539600000018254,1689207.949100000318140,44,33,250092.898,0.000,,,,0.498269896193772
3775,1131602.539600000018254,1689207.949100000318140,1132102.539600000018254,1688707.949100000085309,45,33,250092.898,0.035,7570.960000,0.030,0.030,0.556420233463035
3776,1131602.539600000018254,1688707.949100000085309,1132102.539600000018254,1688207.949100000318140,46,33,250092.898,0.055,10921.616000,0.044,0.044,0.466911764705882
3777,1131602.539600000018254,1688207.949100000318140,1132102.539600000018254,1687707.949100000085309,47,33,250092.898,0.006,2031.013000,0.008,0.008,0.140625
3778,1131602.539600000018254,1687707.949100000085309,1132102.539600000018254,1687207.949100000318140,48,33,250092.898,0.019,3686.879000,0.015,0.015,0.0868055555555556
3779,1131602.539600000018254,1687207.949100000318140,1132102.539600000018254,1686707.949100000085309,49,33,250092.898,0.013,3306.162000,0.013,0.013,0.12280701754386
3780,1131602.539600000018254,1686707.949100000085309,1132102.539600000018254,1686207.949100000318140,50,33,250092.898,0.136,32124.672000,0.128,0.128,0.0543478260869565
3781,1131602.539600000018254,1686207.949100000318140,1132102.539600000018254,1685707.949100000085309,51,33,250092.897,0.076,14741.241000,0.059,0.059,0.719723183391003
3782,1131602.539600000018254,1685707.949100000085309,1132102.539600000018254,1685207.949100000318140,52,33,250092.897,0.045,9276.273000,0.037,0.037,0.658088235294118
3783,1131602.539600000018254,1685207.949100000318140,1132102.539600000018254,1684707.949100000085309,53,33,250092.897,0.114,21707.672000,0.087,0.087,0.356401384083045
3784,1131602.539600000018254,1684707.949100000085309,1132102.539600000018254,1684207.949100000318140,54,33,250092.897,0.183,37284.152000,0.149,0.149,0.551470588235294
3785,1131602.539600000018254,1684207.949100000318140,1132102.539600000018254,1683707.949100000085309,55,33,250092.897,0.239,47297.089000,0.189,0.189,0.346020761245675
3786,1131602.539600000018254,1683707.949100000085309,1132102.539600000018254,1683207.949100000318140,56,33,250092.897,0.063,12578.067000,0.050,0.050,0.770833333333333
3787,1131602.539600000018254,1683207.949100000318140,1132102.539600000018254,1682707.949100000085309,57,33,250092.897,0.017,4529.107000,0.018,0.018,0.90625
3788,1131602.539600000018254,1682707.949100000085309,1132102.539600000018254,1682207.949100000318140,58,33,250092.897,0.000,,,,0.867647058823529
3789,1131602.539600000018254,1682207.949100000318140,1132102.539600000018254,1681707.949100000085309,59,33,250092.897,0.000,,,,0.268482490272374
3790,1131602.539600000018254,1681707.949100000085309,1132102.539600000018254,1681207.949100000318140,60,33,250092.896,0.000,,,,0.141868512110727
3791,1131602.539600000018254,1681207.949100000318140,1132102.539600000018254,1680707.949100000085309,61,33,250092.896,0.000,28.247000,0.000,0.000,0.685714285714286
3792,1131602.539600000018254,1680707.949100000085309,1132102.539600000018254,1680207.949100000318140,62,33,250092.896,0.114,26597.829000,0.106,0.106,0.434163701067616
3793,1131602.539600000018254,1680207.949100000318140,1132102.539600000018254,1679707.949100000085309,63,33,219172.821,0.011,2175.101000,0.010,0.010,0.821428571428571
3794,1131602.539600000018254,1679707.949100000085309,1132102.539600000018254,1679207.949100000318140,64,33,158790.120,0.000,,,,0.534883720930233
3795,1131602.539600000018254,1679207.949100000318140,1132102.539600000018254,1678707.949100000085309,65,33,137841.855,0.003,271.601000,0.002,0.002,0.732919254658385
3796,1131602.539600000018254,1678707.949100000085309,1132102.539600000018254,1678207.949100000318140,66,33,75922.121,0.000,,,,0.943181818181818
3797,1131602.539600000018254,1678207.949100000318140,1132102.539600000018254,1677707.949100000085309,67,33,14278.960,0.033,509.336000,0.036,0.036,0.666666666666667
3800,1131602.539600000018254,1676707.949100000085309,1132102.539600000018254,1676207.949100000318140,70,33,67238.748,0.000,,,,0.287671232876712
3801,1131602.539600000018254,1676207.949100000318140,1132102.539600000018254,1675707.949100000085309,71,33,35290.126,0.000,,,,1
3803,1131602.539600000018254,1675207.949100000318140,1132102.539600000018254,1674707.949100000085309,73,33,14450.383,0.000,,,,1
3804,1131602.539600000018254,1674707.949100000085309,1132102.539600000018254,1674207.949100000318140,74,33,91152.938,0.005,234.091000,0.003,0.003,0.735849056603774
3805,1131602.539600000018254,1674207.949100000318140,1132102.539600000018254,1673707.949100000085309,75,33,21206.817,0.000,,,,0.44
3806,1131602.539600000018254,1673707.949100000085309,1132102.539600000018254,1673207.949100000318140,76,33,54017.072,0.000,,,,0
3880,1132102.539600000018254,1693207.949100000318140,1132602.539600000018254,1692707.949100000085309,37,34,239961.400,0.077,13651.789000,0.057,0.057,0.5
3881,1132102.539600000018254,1692707.949100000085309,1132602.539600000018254,1692207.949100000318140,38,34,250092.084,0.170,34330.685000,0.137,0.137,0.403703703703704
3882,1132102.539600000018254,1692207.949100000318140,1132602.539600000018254,1691707.949100000085309,39,34,250092.084,0.153,32794.113000,0.131,0.131,0.451048951048951
3883,1132102.539600000018254,1691707.949100000085309,1132602.539600000018254,1691207.949100000318140,40,34,250092.084,0.050,11139.105000,0.045,0.045,0.617647058823529
3884,1132102.539600000018254,1691207.949100000318140,1132602.539600000018254,1690707.949100000085309,41,34,250092.084,0.008,1698.567000,0.007,0.007,0.740484429065744
3885,1132102.539600000018254,1690707.949100000085309,1132602.539600000018254,1690207.949100000318140,42,34,250092.084,0.037,7875.664000,0.031,0.031,0.753676470588235
3886,1132102.539600000018254,1690207.949100000318140,1132602.539600000018254,1689707.949100000085309,43,34,250092.084,0.038,8635.030000,0.035,0.035,0.823529411764706
3887,1132102.539600000018254,1689707.949100000085309,1132602.539600000018254,1689207.949100000318140,44,34,250092.084,0.005,934.715000,0.004,0.004,0.826388888888889
3888,1132102.539600000018254,1689207.949100000318140,1132602.539600000018254,1688707.949100000085309,45,34,250092.084,0.044,9611.485000,0.038,0.038,0.787545787545788
3889,1132102.539600000018254,1688707.949100000085309,1132602.539600000018254,1688207.949100000318140,46,34,250092.083,0.197,38674.279000,0.155,0.155,0.352941176470588
3890,1132102.539600000018254,1688207.949100000318140,1132602.539600000018254,1687707.949100000085309,47,34,250092.083,0.351,72734.335000,0.291,0.291,0.0735294117647059
3891,1132102.539600000018254,1687707.949100000085309,1132602.539600000018254,1687207.949100000318140,48,34,250092.083,0.232,49010.284000,0.196,0.196,0.183150183150183
3892,1132102.539600000018254,1687207.949100000318140,1132602.539600000018254,1686707.949100000085309,49,34,250092.083,0.028,8618.872000,0.034,0.034,0.1875
3893,1132102.539600000018254,1686707.949100000085309,1132602.539600000018254,1686207.949100000318140,50,34,250092.083,0.083,25684.708000,0.103,0.103,0.136029411764706
3894,1132102.539600000018254,1686207.949100000318140,1132602.539600000018254,1685707.949100000085309,51,34,250092.083,0.213,47747.370000,0.191,0.191,0.439446366782007
3895,1132102.539600000018254,1685707.949100000085309,1132602.539600000018254,1685207.949100000318140,52,34,250092.083,0.052,10942.204000,0.044,0.044,0.452205882352941
3896,1132102.539600000018254,1685207.949100000318140,1132602.539600000018254,1684707.949100000085309,53,34,250092.083,0.073,13488.244000,0.054,0.054,0.397923875432526
3897,1132102.539600000018254,1684707.949100000085309,1132602.539600000018254,1684207.949100000318140,54,34,250092.083,0.012,3001.852000,0.012,0.012,0.735294117647059
3898,1132102.539600000018254,1684207.949100000318140,1132602.539600000018254,1683707.949100000085309,55,34,250092.083,0.000,,,,0.927335640138408
3899,1132102.539600000018254,1683707.949100000085309,1132602.539600000018254,1683207.949100000318140,56,34,250092.082,0.000,,,,1
3900,1132102.539600000018254,1683207.949100000318140,1132602.539600000018254,1682707.949100000085309,57,34,250092.082,0.000,,,,0.702508960573477
3901,1132102.539600000018254,1682707.949100000085309,1132602.539600000018254,1682207.949100000318140,58,34,250092.082,0.000,,,,0.121107266435986
3902,1132102.539600000018254,1682207.949100000318140,1132602.539600000018254,1681707.949100000085309,59,34,250092.082,0.000,,,,0
3903,1132102.539600000018254,1681707.949100000085309,1132602.539600000018254,1681207.949100000318140,60,34,250092.082,0.000,,,,0.323529411764706
3904,1132102.539600000018254,1681207.949100000318140,1132602.539600000018254,1680707.949100000085309,61,34,250092.082,0.000,,,,0.24609375
3905,1132102.539600000018254,1680707.949100000085309,1132602.539600000018254,1680207.949100000318140,62,34,250092.082,0.000,,,,0.0912408759124088
3906,1132102.539600000018254,1680207.949100000318140,1132602.539600000018254,1679707.949100000085309,63,34,82289.361,0.001,70.737000,0.001,0.001,0.118279569892473
3909,1132102.539600000018254,1678707.949100000085309,1132602.539600000018254,1678207.949100000318140,66,34,11576.861,0.004,20.254000,0.002,0.002,0.285714285714286
3910,1132102.539600000018254,1678207.949100000318140,1132602.539600000018254,1677707.949100000085309,67,34,87645.160,0.115,10501.880000,0.120,0.120,0.174757281553398
3911,1132102.539600000018254,1677707.949100000085309,1132602.539600000018254,1677207.949100000318140,68,34,176419.191,0.051,7579.121000,0.043,0.043,0.513089005235602
3912,1132102.539600000018254,1677207.949100000318140,1132602.539600000018254,1676707.949100000085309,69,34,138777.925,0.181,27623.454000,0.199,0.199,0.0961538461538462
3913,1132102.539600000018254,1676707.949100000085309,1132602.539600000018254,1676207.949100000318140,70,34,107797.363,0.503,53751.118000,0.499,0.499,0.100840336134454
3914,1132102.539600000018254,1676207.949100000318140,1132602.539600000018254,1675707.949100000085309,71,34,53470.385,0.236,15890.606000,0.297,0.297,0.2
3915,1132102.539600000018254,1675707.949100000085309,1132602.539600000018254,1675207.949100000318140,72,34,4757.558,0.000,,,,0
3918,1132102.539600000018254,1674207.949100000318140,1132602.539600000018254,1673707.949100000085309,75,34,1530.790,0.000,,,,0
3919,1132102.539600000018254,1673707.949100000085309,1132602.539600000018254,1673207.949100000318140,76,34,73181.330,0.000,,,,0
3992,1132602.539600000018254,1693707.949100000085309,1133102.539600000018254,1693207.949100000318140,36,35,20271.543,0.000,,,,0
3993,1132602.539600000018254,1693207.949100000318140,1133102.539600000018254,1692707.949100000085309,37,35,249843.685,0.005,798.379000,0.003,0.003,0.551470588235294
3994,1132602.539600000018254,1692707.949100000085309,1133102.539600000018254,1692207.949100000318140,38,35,250091.267,0.130,31166.877000,0.125,0.125,0.608996539792388
3995,1132602.539600000018254,1692207.949100000318140,1133102.539600000018254,1691707.949100000085309,39,35,250091.267,0.097,22454.683000,0.090,0.090,0.116363636363636
3996,1132602.539600000018254,1691707.949100000085309,1133102.539600000018254,1691207.949100000318140,40,35,250091.267,0.000,,,,0.89453125
3997,1132602.539600000018254,1691207.949100000318140,1133102.539600000018254,1690707.949100000085309,41,35,250091.266,0.000,,,,0.816176470588235
3998,1132602.539600000018254,1690707.949100000085309,1133102.539600000018254,1690207.949100000318140,42,35,250091.266,0.001,149.397000,0.001,0.001,0.711111111111111
3999,1132602.539600000018254,1690207.949100000318140,1133102.539600000018254,1689707.949100000085309,43,35,250091.266,0.137,30389.834000,0.122,0.122,0.512110726643599
4000,1132602.539600000018254,1689707.949100000085309,1133102.539600000018254,1689207.949100000318140,44,35,250091.266,0.107,22014.254000,0.088,0.088,0.661764705882353
4001,1132602.539600000018254,1689207.949100000318140,1133102.539600000018254,1688707.949100000085309,45,35,250091.266,0.025,5244.867000,0.021,0.021,0.799307958477509
4002,1132602.539600000018254,1688707.949100000085309,1133102.539600000018254,1688207.949100000318140,46,35,250091.266,0.063,15893.868000,0.064,0.064,0.294117647058824
4003,1132602.539600000018254,1688207.949100000318140,1133102.539600000018254,1687707.949100000085309,47,35,250091.266,0.095,21383.918000,0.086,0.086,0.191176470588235
4004,1132602.539600000018254,1687707.949100000085309,1133102.539600000018254,1687207.949100000318140,48,35,250091.266,0.143,30895.350000,0.124,0.124,0.453287197231834
4005,1132602.539600000018254,1687207.949100000318140,1133102.539600000018254,1686707.949100000085309,49,35,250091.266,0.100,24785.790000,0.099,0.099,0.463235294117647
4006,1132602.539600000018254,1686707.949100000085309,1133102.539600000018254,1686207.949100000318140,50,35,250091.265,0.144,34826.893000,0.139,0.139,0.474048442906574
4007,1132602.539600000018254,1686207.949100000318140,1133102.539600000018254,1685707.949100000085309,51,35,250091.265,0.019,4618.346000,0.018,0.018,0.555970149253731
4008,1132602.539600000018254,1685707.949100000085309,1133102.539600000018254,1685207.949100000318140,52,35,250091.265,0.000,5.601000,0.000,0.000,0.169230769230769
4009,1132602.539600000018254,1685207.949100000318140,1133102.539600000018254,1684707.949100000085309,53,35,250091.265,0.001,185.754000,0.001,0.001,0.154411764705882
4010,1132602.539600000018254,1684707.949100000085309,1133102.539600000018254,1684207.949100000318140,54,35,250091.265,0.000,,,,0.213235294117647
4011,1132602.539600000018254,1684207.949100000318140,1133102.539600000018254,1683707.949100000085309,55,35,250091.265,0.000,,,,0.252595155709343
4012,1132602.539600000018254,1683707.949100000085309,1133102.539600000018254,1683207.949100000318140,56,35,250091.265,0.000,,,,0.125
4013,1132602.539600000018254,1683207.949100000318140,1133102.539600000018254,1682707.949100000085309,57,35,250091.265,0.000,,,,0
4014,1132602.539600000018254,1682707.949100000085309,1133102.539600000018254,1682207.949100000318140,58,35,250091.265,0.000,,,,0
4015,1132602.539600000018254,1682207.949100000318140,1133102.539600000018254,1681707.949100000085309,59,35,250091.264,0.000,,,,0
4016,1132602.539600000018254,1681707.949100000085309,1133102.539600000018254,1681207.949100000318140,60,35,250091.264,0.017,4088.443000,0.016,0.016,0
4017,1132602.539600000018254,1681207.949100000318140,1133102.539600000018254,1680707.949100000085309,61,35,250091.264,0.074,16146.440000,0.065,0.065,0.0367647058823529
4018,1132602.539600000018254,1680707.949100000085309,1133102.539600000018254,1680207.949100000318140,62,35,250091.264,0.161,33826.544000,0.135,0.135,0.0487804878048781
4019,1132602.539600000018254,1680207.949100000318140,1133102.539600000018254,1679707.949100000085309,63,35,215071.590,0.222,40839.063000,0.190,0.190,0.0486725663716814
4020,1132602.539600000018254,1679707.949100000085309,1133102.539600000018254,1679207.949100000318140,64,35,201430.219,0.229,38579.059000,0.192,0.192,0.0368663594470046
4021,1132602.539600000018254,1679207.949100000318140,1133102.539600000018254,1678707.949100000085309,65,35,225018.551,0.535,102744.288000,0.457,0.457,0
4022,1132602.539600000018254,1678707.949100000085309,1133102.539600000018254,1678207.949100000318140,66,35,247372.590,0.528,122021.952000,0.493,0.493,0.0885608856088561
4023,1132602.539600000018254,1678207.949100000318140,1133102.539600000018254,1677707.949100000085309,67,35,250091.264,0.369,86060.266000,0.344,0.344,0.0449826989619377
4024,1132602.539600000018254,1677707.949100000085309,1133102.539600000018254,1677207.949100000318140,68,35,232345.222,0.222,52157.038000,0.224,0.224,0.301960784313725
4025,1132602.539600000018254,1677207.949100000318140,1133102.539600000018254,1676707.949100000085309,69,35,232052.209,0.519,113109.019000,0.487,0.487,0.147169811320755
4026,1132602.539600000018254,1676707.949100000085309,1133102.539600000018254,1676207.949100000318140,70,35,241320.523,0.303,75628.805000,0.313,0.313,0.352313167259786
4027,1132602.539600000018254,1676207.949100000318140,1133102.539600000018254,1675707.949100000085309,71,35,250091.263,0.485,117122.955000,0.468,0.468,0.0330882352941176
4028,1132602.539600000018254,1675707.949100000085309,1133102.539600000018254,1675207.949100000318140,72,35,239991.607,0.553,126768.405000,0.528,0.528,0.0802919708029197
4029,1132602.539600000018254,1675207.949100000318140,1133102.539600000018254,1674707.949100000085309,73,35,187483.133,0.442,93611.454000,0.499,0.499,0.045
4030,1132602.539600000018254,1674707.949100000085309,1133102.539600000018254,1674207.949100000318140,74,35,130094.586,0.404,60738.588000,0.467,0.467,0.172413793103448
4031,1132602.539600000018254,1674207.949100000318140,1133102.539600000018254,1673707.949100000085309,75,35,72252.306,0.115,8967.768000,0.124,0.124,0.271428571428571
4032,1132602.539600000018254,1673707.949100000085309,1133102.539600000018254,1673207.949100000318140,76,35,47372.348,0.000,,,,0
4068,1132602.539600000018254,1655707.949100000085309,1133102.539600000018254,1655207.949100000318140,112,35,6536.399,0.000,,,,0
4105,1133102.539600000018254,1693707.949100000085309,1133602.539600000018254,1693207.949100000318140,36,36,69743.852,0.000,,,,0.297619047619048
4106,1133102.539600000018254,1693207.949100000318140,1133602.539600000018254,1692707.949100000085309,37,36,250090.446,0.016,3039.013000,0.012,0.012,0.488970588235294
4107,1133102.539600000018254,1692707.949100000085309,1133602.539600000018254,1692207.949100000318140,38,36,250090.446,0.283,59297.204000,0.237,0.237,0.307958477508651
4108,1133102.539600000018254,1692207.949100000318140,1133602.539600000018254,1691707.949100000085309,39,36,250090.446,0.121,26426.192000,0.106,0.106,0.660583941605839
4109,1133102.539600000018254,1691707.949100000085309,1133602.539600000018254,1691207.949100000318140,40,36,250090.446,0.000,,,,0.616724738675958
4110,1133102.539600000018254,1691207.949100000318140,1133602.539600000018254,1690707.949100000085309,41,36,250090.446,0.000,,,,0.993079584775087
4111,1133102.539600000018254,1690707.949100000085309,1133602.539600000018254,1690207.949100000318140,42,36,250090.446,0.077,15650.712000,0.063,0.063,0.782945736434108
4112,1133102.539600000018254,1690207.949100000318140,1133602.539600000018254,1689707.949100000085309,43,36,250090.446,0.132,27441.814000,0.110,0.110,0.216911764705882
4113,1133102.539600000018254,1689707.949100000085309,1133602.539600000018254,1689207.949100000318140,44,36,250090.445,0.001,503.682000,0.002,0.002,0.671875
4114,1133102.539600000018254,1689207.949100000318140,1133602.539600000018254,1688707.949100000085309,45,36,250090.445,0.000,,,,0.0383275261324042
4115,1133102.539600000018254,1688707.949100000085309,1133602.539600000018254,1688207.949100000318140,46,36,250090.445,0.000,,,,0.13588850174216
4116,1133102.539600000018254,1688207.949100000318140,1133602.539600000018254,1687707.949100000085309,47,36,250090.445,0.000,,,,0.0072992700729927
4117,1133102.539600000018254,1687707.949100000085309,1133602.539600000018254,1687207.949100000318140,48,36,250090.445,0.000,,,,0.0242214532871972
4118,1133102.539600000018254,1687207.949100000318140,1133602.539600000018254,1686707.949100000085309,49,36,250090.445,0.000,,,,0
4119,1133102.539600000018254,1686707.949100000085309,1133602.539600000018254,1686207.949100000318140,50,36,250090.445,0.000,,,,0.0242214532871972
4120,1133102.539600000018254,1686207.949100000318140,1133602.539600000018254,1685707.949100000085309,51,36,250090.445,0.000,72.190000,0.000,0.000,0.0735294117647059
4121,1133102.539600000018254,1685707.949100000085309,1133602.539600000018254,1685207.949100000318140,52,36,250090.445,0.000,46.395000,0.000,0.000,0
4122,1133102.539600000018254,1685207.949100000318140,1133602.539600000018254,1684707.949100000085309,53,36,250090.444,0.000,,,,0.0311418685121107
4123,1133102.539600000018254,1684707.949100000085309,1133602.539600000018254,1684207.949100000318140,54,36,250090.444,0.000,,,,0
4124,1133102.539600000018254,1684207.949100000318140,1133602.539600000018254,1683707.949100000085309,55,36,250090.444,0.000,,,,0.0441176470588235
4125,1133102.539600000018254,1683707.949100000085309,1133602.539600000018254,1683207.949100000318140,56,36,250090.444,0.006,1807.353000,0.007,0.007,0.453125
4126,1133102.539600000018254,1683207.949100000318140,1133602.539600000018254,1682707.949100000085309,57,36,250090.444,0.125,45856.944000,0.183,0.183,0.190311418685121
4127,1133102.539600000018254,1682707.949100000085309,1133602.539600000018254,1682207.949100000318140,58,36,250090.444,0.229,70060.984000,0.280,0.280,0.0284697508896797
4128,1133102.539600000018254,1682207.949100000318140,1133602.539600000018254,1681707.949100000085309,59,36,250090.444,0.249,61163.079000,0.245,0.245,0
4129,1133102.539600000018254,1681707.949100000085309,1133602.539600000018254,1681207.949100000318140,60,36,250090.444,0.133,30265.481000,0.121,0.121,0.522491349480969
4130,1133102.539600000018254,1681207.949100000318140,1133602.539600000018254,1680707.949100000085309,61,36,250090.444,0.174,44689.213000,0.179,0.179,0.529411764705882
4131,1133102.539600000018254,1680707.949100000085309,1133602.539600000018254,1680207.949100000318140,62,36,250090.443,0.410,84640.940000,0.338,0.338,0.259515570934256
4132,1133102.539600000018254,1680207.949100000318140,1133602.539600000018254,1679707.949100000085309,63,36,250090.443,0.437,91798.434000,0.367,0.367,0.0257352941176471
4133,1133102.539600000018254,1679707.949100000085309,1133602.539600000018254,1679207.949100000318140,64,36,250090.443,0.185,40613.620000,0.162,0.162,0.321799307958477
4134,1133102.539600000018254,1679207.949100000318140,1133602.539600000018254,1678707.949100000085309,65,36,250090.443,0.265,59834.563000,0.239,0.239,0.0871080139372822
4135,1133102.539600000018254,1678707.949100000085309,1133602.539600000018254,1678207.949100000318140,66,36,250090.443,0.280,63877.735000,0.255,0.255,0.09375
4136,1133102.539600000018254,1678207.949100000318140,1133602.539600000018254,1677707.949100000085309,67,36,250090.443,0.446,109722.500000,0.439,0.439,0
4137,1133102.539600000018254,1677707.949100000085309,1133602.539600000018254,1677207.949100000318140,68,36,225757.527,0.322,68265.568000,0.302,0.302,0.0128755364806867
4138,1133102.539600000018254,1677207.949100000318140,1133602.539600000018254,1676707.949100000085309,69,36,250090.443,0.389,85004.844000,0.340,0.340,0.190311418685121
4139,1133102.539600000018254,1676707.949100000085309,1133602.539600000018254,1676207.949100000318140,70,36,250090.443,0.126,30151.147000,0.121,0.121,0.760869565217391
4140,1133102.539600000018254,1676207.949100000318140,1133602.539600000018254,1675707.949100000085309,71,36,250090.443,0.033,6748.126000,0.027,0.027,0.884210526315789
4141,1133102.539600000018254,1675707.949100000085309,1133602.539600000018254,1675207.949100000318140,72,36,250090.442,0.045,13395.572000,0.054,0.054,0.816608996539792
4142,1133102.539600000018254,1675207.949100000318140,1133602.539600000018254,1674707.949100000085309,73,36,250090.442,0.206,53958.268000,0.216,0.216,0.720588235294118
4143,1133102.539600000018254,1674707.949100000085309,1133602.539600000018254,1674207.949100000318140,74,36,250090.442,0.168,44544.645000,0.178,0.178,0.339100346020761
4144,1133102.539600000018254,1674207.949100000318140,1133602.539600000018254,1673707.949100000085309,75,36,248252.564,0.141,33608.313000,0.135,0.135,0.730627306273063
4145,1133102.539600000018254,1673707.949100000085309,1133602.539600000018254,1673207.949100000318140,76,36,35528.595,0.164,5780.523000,0.163,0.163,0.13953488372093
4147,1133102.539600000018254,1672707.949100000085309,1133602.539600000018254,1672207.949100000318140,78,36,1965.424,0.000,,,,0
4148,1133102.539600000018254,1672207.949100000318140,1133602.539600000018254,1671707.949100000085309,79,36,4303.075,0.000,,,,0.17586843542868
4218,1133602.539600000018254,1693707.949100000085309,1134102.539600000018254,1693207.949100000318140,36,37,104835.725,0.000,,,,0.380952380952381
4219,1133602.539600000018254,1693207.949100000318140,1134102.539600000018254,1692707.949100000085309,37,37,250089.622,0.072,14182.429000,0.057,0.057,0.455882352941176
4220,1133602.539600000018254,1692707.949100000085309,1134102.539600000018254,1692207.949100000318140,38,37,250089.622,0.220,43960.376000,0.176,0.176,0.304498269896194
4221,1133602.539600000018254,1692207.949100000318140,1134102.539600000018254,1691707.949100000085309,39,37,250089.622,0.091,18818.017000,0.075,0.075,0.4375
4222,1133602.539600000018254,1691707.949100000085309,1134102.539600000018254,1691207.949100000318140,40,37,250089.622,0.065,15041.636000,0.060,0.060,0.813148788927336
4223,1133602.539600000018254,1691207.949100000318140,1134102.539600000018254,1690707.949100000085309,41,37,250089.622,0.068,15113.461000,0.060,0.060,0.830449826989619
